,MSSubClass,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,Foundation,GarageType,GarageCond,SaleType,SaleCondition,LotFrontage,LotArea,OverallQual,MasVnrArea,ExterQual,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageFinish,GarageCars,GarageQual,SalePrice,Total_OutdoorSF,Baths,Age,AgeRemodAdd,AgeGarage
444,5,3,3,3,4,5,2,0,5,1,12,13,2,2,1,5,8,4,70.0,8750,7,0.0,4,4,915,5,1,1908,4,8,3,1,2,3,210000,277,4,14,13,14.0
445,0,3,3,3,0,7,2,0,2,3,13,14,2,1,1,5,0,4,73.0,9855,6,0.0,3,3,1436,2,1,1689,3,7,4,1,2,3,127500,0,1,53,53,53.0
446,0,3,0,3,0,12,3,0,2,1,3,10,2,1,1,5,8,4,137.0,16492,6,0.0,4,3,1517,5,1,1888,4,6,4,3,2,3,190000,0,3,44,8,44.0
447,5,3,0,3,0,8,2,0,5,1,12,13,2,2,1,5,8,4,79.87755102040816,11214,7,0.0,4,4,930,4,1,1886,4,10,3,3,2,3,199900,89,3,8,7,8.0
448,4,4,3,0,4,9,2,0,0,1,8,8,2,0,5,5,8,4,50.0,8600,6,0.0,3,3,780,3,1,1376,3,7,4,1,1,3,119500,0,2,69,56,69.0
449,4,4,3,3,4,17,2,0,0,1,8,8,2,1,5,5,8,4,50.0,6000,3,0.0,3,3,649,5,1,1183,3,6,0,1,1,3,120000,176,2,59,5,26.0
450,1,4,3,3,4,17,2,0,2,3,13,14,2,0,5,1,8,4,70.0,5684,6,0.0,3,3,813,5,1,813,4,5,0,1,1,2,110000,113,1,76,1,74.0
451,0,3,0,2,4,4,2,0,2,1,9,10,2,1,1,5,8,4,62.0,70761,7,0.0,3,4,1533,3,1,1533,4,5,3,1,2,3,280000,254,3,31,31,31.0
452,5,3,0,3,0,23,2,0,5,3,12,13,1,2,1,5,8,4,80.13333333333334,9303,6,42.0,4,5,872,5,1,1756,3,7,0,3,2,3,204000,266,4,11,10,11.0
453,5,1,3,3,4,21,2,0,5,1,12,13,2,2,1,5,8,4,75.0,9000,8,0.0,4,4,768,5,1,1590,4,6,0,2,2,3,210000,30,3,1,1,1.0
454,10,3,3,3,4,11,2,2,2,1,9,10,2,1,5,5,8,3,63.0,9297,5,0.0,3,3,1728,3,1,1728,3,8,0,1,2,3,188000,0,4,30,30,30.0
455,0,3,3,3,4,14,2,0,2,3,6,6,1,1,1,5,8,4,80.0,9600,7,320.0,3,3,1242,2,1,1242,3,6,3,1,2,3,175500,0,2,34,34,34.0
456,6,4,3,3,4,17,2,0,5,1,0,0,2,0,5,1,0,0,34.0,4571,5,0.0,3,3,624,2,0,1344,3,7,0,1,3,2,98000,96,1,92,58,92.0
457,0,3,0,2,1,4,2,0,2,0,9,10,2,1,1,5,8,4,83.46153846153847,53227,4,0.0,3,4,1364,5,1,1663,4,6,4,3,2,3,256000,361,2,54,14,54.0
458,6,4,3,3,4,17,2,0,5,3,11,15,2,2,5,5,8,4,62.788990825688074,5100,8,0.0,3,3,588,2,1,1666,4,7,4,1,1,3,161000,255,1,83,12,83.0
459,4,3,0,0,0,3,2,0,0,1,8,8,0,1,5,5,8,4,57.509803921568626,7015,5,161.0,3,3,709,3,1,1203,4,5,3,1,1,3,110000,248,2,59,59,59.0
460,5,1,0,3,4,21,6,0,5,1,12,13,3,2,3,5,6,5,75.0,8004,8,110.0,4,4,832,5,1,1935,3,8,0,3,2,3,263435,150,4,0,0,0.0
461,6,3,3,3,4,18,1,0,5,1,13,14,2,2,5,5,8,4,60.0,7200,7,0.0,4,4,560,5,1,1135,4,6,0,2,2,3,155000,256,2,73,2,38.0
462,0,3,0,3,4,19,2,0,2,1,8,8,2,1,5,5,8,4,60.0,8281,5,0.0,3,3,864,4,1,864,3,5,1,1,1,3,62383,236,1,44,44,44.0
463,6,3,0,1,4,6,2,0,5,3,11,12,2,1,5,5,8,4,74.0,11988,6,0.0,3,3,715,2,1,1660,3,6,4,1,1,3,188700,0,2,74,13,69.0
464,0,3,3,1,4,5,2,0,2,1,6,6,1,1,6,3,8,4,60.0,8430,5,136.0,3,4,1040,3,1,1040,3,5,0,0,0,0,124000,0,2,31,31,0.0
465,11,4,3,3,4,0,2,4,2,3,12,13,1,2,1,5,8,4,47.142857142857146,3072,7,18.0,4,4,1375,5,1,1414,4,6,3,3,2,3,178740,164,2,2,2,2.0
466,0,3,3,3,4,12,2,0,2,0,9,10,2,1,1,5,8,4,85.0,10628,7,0.0,3,3,1277,3,1,1277,3,5,1,1,2,3,167000,176,2,37,37,37.0
467,6,3,3,3,4,12,0,0,5,1,8,8,3,1,1,5,8,4,79.0,9480,5,224.0,3,3,728,5,1,1644,4,7,4,1,1,3,146500,168,2,65,12,65.0
468,0,3,0,3,4,16,2,0,2,1,12,13,3,2,1,5,8,4,98.0,11428,8,248.0,4,4,1626,5,1,1634,4,7,4,2,3,3,250000,44,2,1,1,1.0
469,5,3,0,3,0,20,7,0,5,1,6,6,1,2,1,5,8,4,76.0,9291,6,120.0,4,4,832,5,1,1710,4,7,0,2,2,3,187000,214,3,15,15,15.0
470,11,3,0,3,0,22,2,4,2,1,6,6,2,2,1,5,8,4,62.7,6820,8,0.0,4,4,1488,3,1,1502,4,4,0,2,2,3,212000,194,3,25,25,25.0
471,5,3,3,3,4,14,3,0,5,4,14,10,2,1,1,5,8,4,92.0,11952,7,0.0,3,4,808,3,1,1969,3,8,4,2,2,3,190000,276,3,30,30,30.0
472,13,4,3,3,4,7,2,4,7,1,12,13,1,2,2,5,8,4,35.0,3675,6,80.0,3,4,547,5,1,1072,3,5,0,2,2,3,148000,28,2,3,3,3.0
473,0,3,0,3,4,16,2,0,2,1,12,13,1,2,1,5,6,5,110.0,14977,8,304.0,4,5,1976,5,1,1976,4,7,5,2,3,3,440000,313,3,1,0,1.0
474,11,3,3,3,4,22,2,4,2,1,5,5,2,2,1,5,8,4,41.0,5330,8,0.0,4,4,1494,5,1,1652,5,6,0,2,2,3,251000,144,3,7,7,7.0
475,0,3,3,3,0,19,2,0,2,3,6,6,2,1,5,5,8,4,80.0,8480,5,0.0,3,3,970,3,1,970,3,5,0,1,2,3,132500,216,2,44,44,11.0
476,0,3,3,3,4,5,2,0,2,1,12,13,1,2,1,5,8,4,75.0,13125,6,215.0,3,4,1478,5,1,1493,4,7,3,3,2,3,208900,179,3,11,10,11.0
477,5,3,3,3,4,16,2,0,5,3,12,13,1,2,3,5,8,4,105.0,13693,9,772.0,5,4,2153,5,1,2643,5,9,4,3,3,3,380000,498,3,1,1,1.0
478,0,3,3,3,4,5,2,0,2,3,12,13,3,2,1,5,8,4,79.0,10637,8,336.0,4,5,1705,5,1,1718,4,7,4,2,3,3,297000,252,3,2,1,2.0
479,1,4,3,0,4,17,2,0,2,3,11,12,0,0,5,5,8,2,50.0,5925,4,435.0,3,2,907,3,1,1131,3,7,0,1,2,3,89471,72,1,70,7,12.0
480,0,3,0,3,2,16,2,0,2,3,12,13,1,2,1,5,8,4,98.0,16033,9,378.0,4,5,1833,5,1,1850,4,8,4,3,3,3,326000,631,3,2,1,2.0
481,0,3,0,1,4,16,2,0,2,3,12,13,1,2,1,5,8,4,72.0,11846,9,562.0,4,5,1792,5,1,1792,5,6,4,3,3,3,374000,255,3,3,2,3.0
482,6,4,3,3,0,17,2,0,5,1,11,12,2,2,1,1,8,4,50.0,2500,7,0.0,4,3,910,5,1,1826,5,7,4,1,1,2,155000,0,3,94,4,94.0
483,11,4,3,3,2,11,2,3,2,3,12,13,1,2,1,5,8,4,32.0,4500,6,116.0,3,5,1216,5,1,1216,3,5,0,1,2,3,164000,125,3,8,8,8.0
484,0,3,0,3,0,19,2,0,2,1,6,10,2,1,5,5,8,4,74.4375,7758,5,0.0,3,3,999,4,1,999,4,6,0,1,1,3,132500,132,2,45,6,44.0
485,0,3,3,3,4,12,2,0,2,1,8,8,2,1,1,5,8,4,80.0,9600,5,0.0,4,3,1113,4,1,1113,4,5,4,1,1,3,147000,200,1,59,2,59.0
486,0,3,3,3,4,12,2,0,2,3,8,8,1,1,1,5,8,4,79.0,10289,5,168.0,3,3,1073,3,1,1073,3,6,0,2,2,3,156000,0,3,42,42,42.0
487,0,3,0,3,4,14,2,0,2,1,9,10,2,1,1,5,8,4,70.0,12243,5,0.0,3,4,1484,4,1,1484,3,7,3,1,2,3,175000,404,2,36,36,36.0
488,14,3,3,3,0,17,2,1,0,1,13,14,2,1,1,1,3,4,60.0,10800,5,0.0,3,3,954,3,0,2414,3,10,4,1,2,3,160000,142,2,106,36,36.0
489,13,4,3,3,4,10,2,3,6,1,5,5,2,1,1,5,8,4,21.0,1526,4,0.0,3,4,630,3,1,630,4,3,0,1,1,3,86000,0,2,39,7,39.0
490,12,4,3,3,4,10,2,4,5,1,5,5,2,2,3,5,8,4,27.8,2665,5,0.0,3,4,264,3,1,1304,3,4,4,3,1,3,115000,165,2,32,32,32.0
491,4,3,3,3,4,12,0,0,0,1,13,14,2,1,1,5,8,4,79.0,9490,6,0.0,3,3,806,3,1,1578,2,5,3,1,1,3,133000,32,2,65,56,65.0
492,5,3,0,3,0,8,2,0,5,1,12,13,2,2,1,5,6,5,105.0,15578,6,0.0,4,4,728,4,1,1456,3,8,0,2,2,3,172785,0,3,0,0,0.0
493,0,3,3,3,4,12,2,0,2,1,3,14,2,1,5,5,8,4,70.0,7931,5,0.0,3,3,1269,3,1,1269,3,6,2,1,1,3,155000,0,2,48,48,44.0
494,1,4,3,3,4,17,0,0,2,1,8,8,2,0,1,5,8,4,50.0,5784,5,0.0,3,2,190,4,1,886,3,4,0,1,1,3,91300,244,1,71,13,71.0
495,1,0,3,3,4,9,2,0,2,1,13,14,2,1,6,3,8,0,60.0,7879,4,0.0,3,3,720,3,0,720,3,4,0,0,0,0,34900,638,1,89,59,0.0
496,0,3,0,3,4,15,2,0,2,3,3,3,2,2,1,5,8,4,91.87878787878788,12692,8,0.0,4,4,3200,5,1,3228,4,10,4,2,2,3,430000,630,4,15,14,15.0
497,4,3,3,3,4,3,2,0,0,1,13,14,2,2,5,5,8,4,60.0,9120,7,0.0,3,3,1026,5,1,1820,3,8,0,1,1,3,184000,100,3,83,58,83.0
498,0,3,3,3,4,19,2,0,2,3,6,6,1,2,1,5,8,4,65.0,7800,5,89.0,3,3,864,5,1,899,4,5,0,3,1,3,130000,64,1,42,5,42.0
499,0,3,0,3,4,12,2,0,2,1,8,8,2,1,1,5,8,4,70.0,7535,5,0.0,3,3,912,2,1,912,3,5,0,3,1,3,120000,297,2,49,22,49.0
500,12,4,3,3,4,2,2,3,5,1,6,6,1,1,5,5,8,4,21.0,1890,6,285.0,3,3,672,3,1,1218,3,7,0,1,1,3,113000,172,2,34,34,34.0
501,5,1,3,3,4,21,2,0,5,1,12,13,2,2,1,5,8,4,75.0,9803,7,0.0,4,4,866,4,1,1768,4,7,0,2,2,3,226700,108,3,3,3,3.0
502,0,3,3,3,0,7,1,0,2,3,8,8,2,1,5,1,8,4,70.0,9170,5,0.0,3,3,1214,5,1,1214,3,6,0,1,2,2,140000,184,2,42,42,42.0
503,0,3,0,3,4,6,2,0,2,1,3,14,2,1,1,5,8,4,100.0,15602,7,0.0,3,3,1501,3,1,1801,3,6,3,3,2,3,289000,215,3,51,13,51.0
504,12,3,3,3,4,13,2,4,5,1,9,2,2,1,1,5,8,4,24.0,2308,6,0.0,3,3,855,3,1,1322,3,6,2,1,2,3,147000,260,4,35,35,35.0
505,10,4,3,3,4,17,0,2,5,3,13,14,1,1,5,5,0,4,60.0,7596,5,360.0,3,3,960,4,1,1960,3,10,0,1,2,3,124500,0,2,57,57,57.0
506,5,3,0,3,4,20,2,0,5,1,12,13,1,2,1,5,8,4,80.0,9554,8,125.0,4,4,777,5,1,1911,4,8,3,2,2,3,215000,263,3,13,12,13.0
507,0,1,0,3,4,21,2,0,2,1,12,13,2,2,1,5,6,5,75.0,7862,6,0.0,4,4,1218,5,1,1218,4,4,0,3,2,3,208300,102,2,0,0,0.0
508,6,4,3,3,4,17,2,0,5,2,8,8,2,0,5,5,8,4,60.0,9600,7,0.0,3,3,689,5,1,1378,4,7,4,1,2,3,161000,116,2,80,3,80.0
509,0,3,3,3,0,12,2,0,2,1,8,8,1,1,1,5,8,4,80.0,9600,5,132.0,3,3,1041,5,1,1041,3,6,0,2,1,3,124500,312,2,50,50,50.0
510,0,3,3,3,4,12,2,0,2,3,13,14,0,1,4,5,8,4,75.0,14559,5,70.0,4,3,1008,5,1,1363,3,6,3,1,1,3,164900,534,2,58,9,58.0
511,11,3,0,3,4,16,2,4,2,1,12,13,3,2,1,5,6,5,40.0,6792,7,94.0,4,4,1368,5,1,1368,4,6,4,2,2,3,202665,167,2,1,0,1.0
512,0,3,3,3,0,12,1,0,2,1,12,13,2,1,5,5,8,4,70.0,9100,5,0.0,3,3,864,3,1,864,3,5,0,1,2,3,129900,0,2,48,48,42.0
513,0,3,3,0,0,11,2,0,2,1,12,13,2,2,1,5,8,4,71.0,9187,6,0.0,3,3,1084,3,1,1080,3,5,0,1,2,3,134000,278,2,24,24,24.0
514,3,3,3,3,4,6,2,0,1,1,13,14,2,0,5,4,8,4,55.0,10594,5,0.0,3,3,768,2,0,789,3,5,0,1,1,1,96500,112,1,81,57,81.0
515,0,3,3,3,4,16,2,0,2,3,5,5,1,1,1,5,6,5,94.0,12220,10,305.0,5,5,2006,5,1,2020,5,9,4,3,3,3,402861,210,4,0,0,0.0
516,8,3,0,3,0,14,2,0,7,1,6,6,1,1,1,5,0,0,81.28888888888889,10448,6,333.0,3,3,689,3,1,2119,3,7,3,2,2,3,158000,104,3,37,37,37.0
517,5,3,0,3,4,15,2,0,5,1,12,13,1,2,1,5,8,4,79.0,10208,7,921.0,4,4,1264,5,1,2344,4,7,3,2,3,3,265000,220,3,13,12,13.0
518,5,3,0,3,1,5,2,0,5,1,12,13,2,2,1,5,8,4,71.68253968253968,9531,6,0.0,3,4,794,5,1,1796,3,7,0,2,2,3,211000,36,4,9,9,9.0
519,6,3,3,3,4,6,2,0,5,2,8,8,2,0,5,5,8,4,53.0,10918,7,0.0,4,4,1276,5,1,2080,4,9,4,1,1,3,234000,145,2,83,5,83.0
520,14,3,3,3,4,17,2,1,5,1,8,8,2,0,6,3,8,4,60.0,10800,4,0.0,3,0,0,3,0,1294,3,7,0,0,0,0,106250,544,2,108,8,0.0
521,0,3,0,3,0,12,1,0,2,1,12,13,2,1,1,5,8,4,90.0,11988,6,0.0,3,3,1244,5,1,1244,3,6,4,1,1,3,150000,40,2,50,50,50.0
522,4,4,3,3,0,3,1,0,0,1,5,5,2,1,5,5,8,4,50.0,5000,6,0.0,3,3,1004,5,1,1664,3,7,4,1,2,3,159000,60,2,59,56,56.0
523,5,3,0,0,4,7,4,0,5,3,5,5,3,2,3,5,6,5,130.0,40094,10,762.0,5,5,3138,5,1,4676,5,11,4,3,3,3,184750,614,5,0,-1,0.0
524,5,3,0,3,4,15,2,0,5,1,12,13,1,2,1,5,8,4,95.0,11787,7,594.0,4,4,1379,5,1,2398,4,8,3,3,3,3,315750,299,4,11,10,11.0
525,0,1,3,3,4,21,2,0,2,1,12,13,2,2,1,5,8,4,62.0,7500,7,0.0,4,4,1257,5,1,1266,4,6,3,1,2,3,176000,182,2,1,1,1.0
526,0,3,3,3,4,12,2,0,2,3,13,14,2,1,1,5,8,4,70.0,13300,5,0.0,3,4,928,3,1,928,3,4,0,1,1,3,132000,417,1,51,7,51.0
527,5,3,0,3,4,16,2,0,5,3,12,13,3,2,1,5,6,5,67.0,14948,9,268.0,5,5,1452,5,1,2713,5,11,4,3,3,3,446261,192,4,0,0,0.0
528,1,3,0,3,4,7,2,0,2,1,13,14,2,0,6,3,8,4,58.0,9098,4,0.0,3,3,528,5,1,605,3,5,0,0,0,0,86000,144,2,87,5,0.0
529,0,3,0,3,1,6,2,0,2,3,13,11,2,2,1,5,8,2,71.8048780487805,32668,6,0.0,4,3,2035,3,1,2515,3,9,3,2,2,3,200624,200,4,50,32,32.0
530,8,3,3,3,4,23,2,0,7,1,6,6,1,1,1,5,8,0,85.0,10200,6,219.0,4,4,1461,5,1,1509,4,5,2,2,2,3,175000,224,3,20,19,20.0
531,6,4,0,3,3,3,8,0,5,1,13,14,2,0,5,1,8,4,60.0,6155,6,0.0,3,2,611,5,1,1362,3,6,0,3,2,3,128000,84,2,88,9,88.0
532,0,3,3,3,4,12,2,0,2,1,12,13,2,3,5,5,8,4,60.0,7200,5,0.0,3,0,0,5,1,827,3,5,1,1,1,3,107500,0,1,55,3,43.0
533,0,3,3,2,4,3,2,0,2,1,12,13,2,3,6,3,8,4,50.0,5000,1,0.0,2,0,0,2,0,334,2,2,0,0,0,0,39300,0,1,61,57,0.0
534,5,3,0,3,4,8,2,0,5,1,12,13,2,2,1,5,8,4,74.0,9056,8,0.0,4,5,707,5,1,1414,4,6,4,3,2,3,178000,135,3,2,2,2.0
535,14,3,3,3,4,7,2,1,5,1,8,8,2,1,6,3,8,4,70.0,7000,5,0.0,3,4,1117,3,1,1347,3,5,0,0,0,0,107500,233,2,98,17,0.0
536,5,3,0,3,1,5,2,0,5,1,12,13,2,2,1,5,8,4,57.0,8924,7,0.0,3,4,880,5,1,1724,4,8,0,3,2,3,188000,275,3,10,9,10.0
537,0,3,0,3,2,12,2,0,2,3,8,8,2,1,5,5,0,4,76.46236559139786,12735,4,0.0,3,3,864,3,1,864,3,5,0,1,2,3,111250,216,1,36,36,28.0
538,0,3,0,3,4,19,2,0,2,3,9,10,1,1,1,5,8,4,74.4375,11553,5,188.0,3,3,1051,3,1,1159,3,7,2,1,1,3,158000,466,2,38,38,38.0
539,0,3,3,3,4,5,2,0,2,1,12,13,1,2,1,5,8,4,71.68253968253968,11423,8,479.0,4,4,1581,5,1,1601,4,6,3,2,2,3,272000,180,3,9,8,9.0
540,0,3,3,3,4,23,2,0,2,3,12,13,1,2,1,5,8,4,85.0,14601,9,584.0,5,5,1838,5,1,1838,5,8,4,3,3,3,315000,338,3,3,3,3.0
541,5,3,3,3,2,15,2,0,5,1,12,13,1,2,3,5,8,4,91.87878787878788,11000,8,72.0,4,4,969,5,1,2285,4,8,3,3,3,3,248000,56,3,7,7,7.0
542,0,3,3,3,4,14,6,0,2,3,12,13,2,2,1,5,8,4,78.0,10140,7,0.0,4,5,1650,5,1,1680,4,7,3,3,2,3,213250,151,3,11,10,11.0
543,11,2,3,3,4,12,2,4,6,1,8,8,1,2,1,5,8,4,34.0,4058,7,182.0,3,4,723,5,1,767,3,4,0,3,1,3,133000,160,2,9,9,9.0
544,5,3,0,3,4,8,2,0,5,1,12,13,2,2,1,5,6,5,58.0,17104,7,0.0,4,4,654,5,1,1496,4,7,4,2,2,3,179665,124,4,0,0,0.0
545,4,3,0,3,0,14,2,0,0,1,6,6,1,2,1,5,8,4,81.28888888888889,13837,7,178.0,4,4,1204,4,1,2183,4,9,0,1,3,3,229000,0,3,18,18,18.0
546,4,3,0,0,4,3,2,0,0,1,3,14,2,0,5,5,8,4,70.0,8737,6,0.0,3,4,1065,5,1,1635,3,6,4,1,2,3,210000,182,2,84,57,57.0
547,9,3,3,3,4,11,2,0,6,1,12,13,2,1,5,5,8,4,54.0,7244,5,0.0,3,4,768,5,1,768,3,5,0,1,2,3,129500,104,2,37,37,20.0
548,0,4,0,1,4,17,1,0,2,1,8,8,2,1,5,5,8,4,49.0,8235,5,0.0,3,3,825,3,1,825,3,4,0,2,2,3,125000,190,2,53,13,45.0
549,5,1,3,3,4,21,2,0,5,1,12,13,2,2,3,5,8,4,75.0,9375,7,0.0,4,4,912,5,1,2094,4,8,4,3,2,3,263000,364,3,6,5,6.0
550,11,3,3,3,4,13,2,4,2,1,9,10,2,1,1,5,0,0,53.0,4043,6,0.0,3,4,1069,3,1,1069,3,4,0,2,2,3,140000,255,2,31,31,31.0
551,0,4,3,3,4,17,2,0,2,3,3,3,2,1,1,5,8,4,50.0,6000,5,0.0,3,3,928,4,1,928,3,5,0,3,1,3,112500,0,1,51,51,51.0
552,0,3,0,3,4,16,2,0,2,1,12,13,3,2,1,5,8,4,87.0,11146,8,250.0,4,5,1709,5,1,1717,4,7,4,2,3,3,255500,208,2,3,3,3.0
553,0,3,3,3,4,7,1,0,2,1,12,13,2,1,5,5,8,4,67.0,8777,4,0.0,3,0,0,5,1,1126,4,5,0,3,2,3,108000,96,2,60,6,7.0
554,5,3,3,3,4,16,2,0,5,1,12,13,1,2,3,5,8,4,85.0,10625,7,292.0,4,4,998,5,1,2046,4,8,4,2,3,3,284000,382,4,5,4,5.0
555,3,4,3,3,4,3,2,0,1,1,8,8,2,0,5,5,8,4,58.0,6380,5,0.0,3,3,993,3,1,1048,3,5,4,1,1,3,113000,116,1,84,56,84.0
556,0,3,0,3,4,12,2,0,2,1,13,14,2,1,1,5,8,4,69.0,14850,5,0.0,3,3,1092,3,1,1092,3,6,3,3,1,3,141000,390,2,49,49,49.0
557,4,0,3,2,4,9,2,0,0,1,8,8,2,1,4,5,0,4,60.0,11040,4,0.0,3,3,637,4,1,1336,3,7,0,1,1,3,108000,167,2,86,56,12.0
558,5,3,1,1,2,8,2,0,5,1,6,6,2,2,1,5,8,4,57.0,21872,7,0.0,3,4,729,5,1,1446,3,6,3,1,2,3,175000,286,4,12,11,12.0
559,11,3,3,3,4,0,2,4,2,1,12,13,1,2,1,5,8,4,47.142857142857146,3196,7,18.0,4,4,1374,5,1,1557,4,7,3,3,2,3,234000,163,2,3,2,3.0
560,0,3,0,3,4,19,2,0,2,3,13,14,1,1,5,5,8,4,74.4375,11341,5,180.0,3,4,1392,3,1,1392,3,5,4,1,2,3,121500,95,3,53,14,53.0
561,0,3,3,3,4,11,2,0,2,1,6,6,2,1,1,5,8,4,77.0,10010,5,0.0,3,4,1389,4,1,1389,3,6,3,2,2,3,170000,278,2,32,31,31.0
562,1,3,3,3,4,7,2,0,2,1,14,15,2,1,6,3,8,4,63.0,13907,5,0.0,3,3,996,5,1,996,3,6,4,0,0,0,108000,144,2,68,39,0.0
563,4,3,3,3,4,7,2,0,0,1,13,14,2,0,5,5,8,4,66.0,21780,6,0.0,3,4,1163,5,1,1674,3,8,4,3,2,3,185000,252,2,90,58,53.0
564,5,3,0,3,1,15,2,0,5,1,6,6,2,2,1,5,8,4,91.87878787878788,13346,7,0.0,4,4,1095,5,1,2295,4,9,3,2,2,3,268000,40,4,14,6,14.0
565,6,3,3,0,0,18,2,0,5,1,13,14,2,2,5,5,8,4,66.0,6858,6,0.0,3,4,806,3,0,1647,2,6,0,1,1,3,128000,202,3,95,60,90.0
566,5,3,0,3,4,22,2,0,5,3,12,13,1,2,3,5,8,4,77.0,11198,9,245.0,4,4,1122,5,1,2504,5,11,4,3,3,3,325000,183,3,3,1,3.0
567,0,3,0,3,4,16,2,0,2,1,12,13,1,2,1,5,8,4,70.0,10171,7,168.0,4,4,1517,5,1,1535,4,7,0,2,2,3,214000,0,2,6,6,6.0
568,4,3,0,2,4,20,2,0,0,1,13,14,2,1,3,5,8,4,79.0,12327,8,0.0,4,4,1496,5,1,2132,4,5,4,3,2,4,316600,389,3,26,0,26.0
569,10,3,0,3,0,12,2,2,6,1,8,8,2,1,5,5,8,4,76.46236559139786,7032,5,0.0,3,4,943,3,1,943,3,4,3,1,2,3,135960,42,2,27,27,27.0
570,10,3,0,3,4,12,2,2,2,1,6,6,1,1,5,5,8,4,74.0,13101,5,108.0,3,3,1728,3,1,1728,3,10,0,1,2,3,142600,0,2,43,43,21.0
571,0,3,3,3,4,12,2,0,2,1,14,15,1,1,1,5,8,0,60.0,7332,6,207.0,3,3,864,5,1,864,4,4,0,1,1,3,120000,168,2,47,47,47.0
572,5,3,0,1,0,23,2,0,5,1,12,13,2,2,1,5,6,5,83.0,13159,7,0.0,3,5,846,4,1,1692,4,6,0,2,2,3,224500,322,3,0,0,0.0
573,8,3,0,3,4,8,2,0,7,1,12,13,2,2,3,5,8,4,76.0,9967,7,0.0,3,4,384,5,1,1430,3,8,3,2,2,3,170000,100,3,7,7,7.0
574,8,3,3,3,2,12,2,0,7,2,8,1,1,1,3,5,8,4,70.0,10500,5,82.0,3,3,372,3,1,1109,3,5,0,1,1,3,139000,35,2,36,2,36.0
575,4,3,3,3,4,12,2,0,0,1,8,8,2,1,5,5,0,0,80.0,8480,5,0.0,3,3,832,3,1,1216,3,6,0,1,1,3,118500,260,1,61,58,61.0
576,4,3,3,3,4,18,2,0,0,1,13,14,2,0,5,5,8,4,52.0,6292,7,0.0,3,3,861,4,1,1477,3,6,4,1,1,3,145000,50,3,81,59,81.0
577,8,3,0,3,4,19,2,0,7,1,12,13,1,1,1,5,8,0,96.0,11777,5,97.0,3,3,1164,5,1,1320,3,6,2,2,2,3,164500,468,2,40,40,40.0
578,12,1,3,3,0,21,2,4,5,1,12,13,2,2,5,5,8,0,34.0,3604,7,0.0,4,4,689,5,1,1392,4,5,0,1,2,3,146000,102,2,1,1,1.0
579,4,4,3,3,4,17,2,0,0,1,8,8,1,0,1,5,8,4,81.0,12150,5,335.0,3,3,1050,5,0,1795,3,7,0,1,1,2,131500,0,2,54,54,54.0
580,0,3,0,3,1,12,2,0,2,1,13,14,1,1,1,5,8,4,76.46236559139786,14585,6,85.0,3,3,1144,5,1,1429,4,7,4,1,2,3,181900,326,2,47,20,47.0
581,0,3,3,3,4,16,2,0,2,3,12,13,1,2,1,5,6,5,98.0,12704,8,306.0,5,5,2042,5,1,2042,5,8,4,2,3,3,253293,90,3,1,0,0.0
582,10,3,3,3,4,7,2,2,6,1,6,6,1,1,6,3,8,4,81.0,11841,6,104.0,3,4,816,3,1,816,3,5,0,0,0,0,118500,32,2,17,17,0.0
583,7,4,3,3,4,17,0,0,4,1,13,14,2,0,5,5,8,4,75.0,13500,10,0.0,5,3,1237,4,1,2775,4,9,4,1,2,4,325000,607,4,115,8,20.0
584,4,4,3,3,4,3,2,0,0,1,0,0,2,0,5,5,8,4,51.0,6120,4,0.0,3,3,884,5,1,1573,4,6,0,1,1,3,133000,174,1,74,14,74.0
585,0,3,3,3,4,23,2,0,2,3,12,13,1,2,1,5,6,5,88.0,11443,8,208.0,4,5,1868,5,1,2028,4,7,4,2,3,3,369900,392,3,1,0,1.0
586,1,3,3,3,4,3,6,0,2,1,11,15,2,0,5,5,8,4,55.0,10267,6,0.0,3,3,816,5,1,838,2,5,0,3,1,3,130000,112,2,90,8,47.0
587,9,3,0,3,4,19,2,0,6,3,6,6,2,1,5,5,8,4,74.0,8740,5,0.0,3,3,840,3,1,860,3,4,0,1,2,3,137000,0,2,27,27,13.0
588,0,3,0,2,4,4,2,0,2,0,13,14,2,1,1,5,8,5,65.0,25095,5,0.0,3,3,1437,5,1,1473,5,5,4,1,1,3,143000,108,3,41,6,41.0
589,2,4,3,3,4,3,6,0,2,1,12,13,2,0,5,5,8,4,50.0,9100,5,0.0,3,3,742,3,1,935,3,4,0,1,1,3,79500,0,1,78,48,20.0
590,5,3,3,3,4,5,2,0,5,1,12,13,2,2,1,5,8,4,64.0,8320,7,0.0,4,4,770,5,1,1582,4,6,0,2,2,3,185900,45,3,4,4,4.0
591,5,3,0,3,0,16,2,0,5,1,5,5,3,2,3,5,4,4,97.0,13478,10,420.0,5,5,1722,5,1,2296,5,10,4,2,3,3,451950,656,4,1,1,1.0
592,0,3,3,3,4,11,2,0,2,1,6,6,2,2,5,5,8,4,60.0,6600,5,0.0,3,3,816,5,1,816,3,4,0,3,2,3,138000,0,2,26,5,23.0
