,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1084,60,RL,,13031,1,0.0,2,1,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,1.0,5.0,592,1.0,0,99,691,2,4,1,4.0,691,807,0,1498,0,0,2,1,3,1,3,6,8,1,3.0,2.0,1995.0,3.0,2,409,3.0,3.0,3,315,44,0,0,0,0,0.0,0.0,0.0,0,7,2006,WD,Normal,187500
1085,85,RL,73.0,9069,1,0.0,4,1,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,3.0,6.0,747,1.0,0,189,936,2,5,1,4.0,996,0,0,996,1,0,1,0,2,1,4,5,8,0,0.0,2.0,1992.0,1.0,2,564,3.0,3.0,3,120,0,0,0,0,0,0.0,0.0,0.0,0,4,2010,WD,Normal,147000
1086,160,RM,,1974,1,0.0,4,1,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,334,1.0,0,212,546,2,3,1,4.0,546,546,0,1092,0,0,1,1,3,1,3,6,8,0,0.0,2.0,1973.0,2.0,1,286,3.0,3.0,3,120,96,0,0,0,0,0.0,0.0,0.0,0,5,2010,WD,Normal,83500
1087,60,FV,85.0,10574,1,0.0,4,1,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2.0,1.0,0,1.0,0,1082,1082,2,5,1,4.0,1082,871,0,1953,0,0,2,1,3,1,4,9,8,1,4.0,2.0,2005.0,2.0,3,1043,3.0,3.0,3,160,50,0,0,0,0,0.0,0.0,0.0,0,5,2009,WD,Normal,252000
1088,160,RM,24.0,2522,1,0.0,4,1,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4.0,3.0,1.0,1.0,0,1.0,0,970,970,2,5,1,4.0,970,739,0,1709,0,0,2,0,3,1,4,7,4,0,0.0,1.0,2004.0,1.0,2,380,3.0,3.0,3,0,40,0,0,0,0,0.0,0.0,0.0,0,4,2006,WD,Normal,137500
1089,120,FV,37.0,3316,1,2.0,3,1,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,1039,1.0,0,208,1247,2,5,1,4.0,1247,0,0,1247,1,0,1,1,1,1,4,4,8,1,4.0,2.0,2005.0,3.0,2,550,3.0,3.0,3,0,84,0,0,0,0,0.0,0.0,0.0,0,4,2006,WD,Normal,197000
1090,90,RL,60.0,8544,1,0.0,4,1,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,2,0,3.0,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,0.0,1.0,1987.0,1.0,2,400,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,6,2009,WD,Normal,92900
1091,160,FV,24.0,2160,1,2.0,4,1,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,4,3,PConc,4.0,3.0,1.0,4.0,510,1.0,0,90,600,2,5,1,4.0,624,628,0,1252,1,0,2,1,2,1,4,4,8,0,0.0,1.0,1999.0,1.0,2,462,3.0,3.0,3,0,48,0,0,0,0,0.0,0.0,0.0,0,3,2008,WD,Normal,160000
1092,50,RL,60.0,8400,1,0.0,4,1,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3.0,1.0,3.0,423,1.0,0,758,1181,2,2,1,4.0,1390,304,0,1694,0,0,2,0,4,1,3,7,8,1,4.0,1.0,1925.0,1.0,2,576,3.0,3.0,3,342,0,128,0,0,0,0.0,0.0,0.0,0,6,2008,WD,Normal,136500
1093,20,RL,71.0,9230,1,0.0,4,1,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,3,3,CBlock,3.0,3.0,2.0,6.0,661,1.0,0,203,864,2,4,1,4.0,1200,0,0,1200,1,0,1,1,1,1,4,6,8,0,0.0,1.0,1977.0,1.0,2,884,3.0,3.0,3,0,64,0,0,0,0,0.0,1.0,0.0,0,10,2006,WD,Normal,146000
1094,20,RL,74.0,5868,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,248,3.0,240,448,936,2,5,1,4.0,936,0,0,936,1,0,1,0,2,1,3,4,8,0,0.0,2.0,1956.0,3.0,1,308,3.0,3.0,3,0,0,80,0,160,0,0.0,0.0,0.0,0,5,2010,WD,Normal,129000
1095,20,RL,78.0,9317,1,0.0,3,1,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,24,1.0,0,1290,1314,2,4,1,4.0,1314,0,0,1314,0,0,2,0,3,1,4,6,8,1,4.0,2.0,2006.0,2.0,2,440,3.0,3.0,3,0,22,0,0,0,0,0.0,0.0,0.0,0,3,2007,WD,Normal,176432
1096,70,RM,60.0,6882,1,0.0,4,1,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3.0,1.0,1.0,0,1.0,0,684,684,2,3,1,4.0,773,582,0,1355,0,0,1,1,3,1,4,7,8,0,0.0,0.0,,0.0,0,0,0.0,0.0,3,136,0,115,0,0,0,0.0,0.0,0.0,0,3,2007,WD,Normal,127000
1097,120,RL,,3696,1,0.0,4,1,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,4.0,3.0,1.0,1.0,0,1.0,0,1074,1074,2,5,1,4.0,1088,0,0,1088,0,0,1,1,2,1,4,5,8,0,0.0,2.0,1987.0,2.0,2,461,3.0,3.0,3,0,74,137,0,0,0,0.0,0.0,0.0,0,10,2007,WD,Normal,170000
1098,50,RM,50.0,6000,1,0.0,4,1,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,4.0,672,1.0,0,0,672,2,3,1,4.0,757,567,0,1324,0,0,1,0,3,1,3,6,8,0,0.0,1.0,1936.0,1.0,1,240,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,7,2009,WD,Normal,128000
1099,20,RL,82.0,11880,1,0.0,3,1,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,3,3,CBlock,4.0,3.0,1.0,5.0,704,1.0,0,567,1271,2,3,1,4.0,1601,0,0,1601,0,0,2,0,3,1,3,7,8,1,3.0,2.0,1978.0,2.0,2,478,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,4,2009,COD,Abnorml,157000
1100,30,RL,60.0,8400,1,0.0,4,1,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,2.0,1.0,3.0,290,1.0,0,0,290,2,3,0,2.0,438,0,0,438,0,0,1,0,1,1,2,3,8,0,0.0,1.0,1930.0,1.0,1,246,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,2009,WD,Normal,60000
1101,20,RL,61.0,9758,1,0.0,3,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,412,2.0,287,251,950,2,3,1,4.0,950,0,0,950,0,0,1,0,3,1,3,5,8,0,0.0,1.0,1981.0,1.0,1,280,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,7,2007,WD,Normal,119500
1102,20,RL,70.0,7000,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,3,3,CBlock,3.0,3.0,1.0,3.0,588,1.0,0,422,1010,2,5,1,4.0,1134,0,0,1134,0,0,1,0,2,1,3,6,8,0,0.0,2.0,1960.0,2.0,1,254,3.0,3.0,3,0,16,0,0,0,0,0.0,1.0,0.0,0,4,2007,WD,Family,135000
1103,20,RL,79.0,8910,1,0.0,4,1,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,2.0,5.0,655,1.0,0,0,655,2,5,1,4.0,1194,0,0,1194,0,1,1,0,3,1,3,6,8,1,2.0,2.0,1954.0,3.0,2,539,3.0,3.0,3,0,0,192,0,0,0,0.0,0.0,0.0,0,7,2006,WD,Normal,159500
1104,160,RM,24.0,2016,1,0.0,4,1,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,3,3,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,630,630,2,3,1,4.0,630,672,0,1302,0,0,2,1,3,1,3,6,8,0,0.0,1.0,1970.0,1.0,2,440,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,4,2007,WD,Normal,106000
1105,60,RL,98.0,12256,1,0.0,3,1,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,4,3,PConc,5.0,3.0,3.0,6.0,1032,1.0,0,431,1463,2,5,1,4.0,1500,1122,0,2622,1,0,2,1,3,1,4,9,8,2,3.0,2.0,1994.0,2.0,2,712,3.0,3.0,3,186,32,0,0,0,0,0.0,0.0,0.0,0,4,2010,WD,Normal,325000
1106,20,RL,114.0,10357,1,0.0,3,1,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4.0,3.0,2.0,6.0,738,1.0,0,172,910,2,4,1,4.0,1442,0,0,1442,1,0,2,0,3,1,4,6,8,1,3.0,2.0,1990.0,3.0,2,719,3.0,3.0,3,0,244,0,0,0,0,0.0,0.0,0.0,0,5,2007,WD,Normal,179900
1107,60,RL,168.0,23257,1,0.0,1,1,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,4.0,1.0,1.0,0,1.0,0,868,868,2,5,1,4.0,887,1134,0,2021,0,0,2,1,3,1,4,9,8,1,4.0,2.0,2006.0,2.0,2,422,3.0,3.0,3,0,100,0,0,0,0,0.0,0.0,0.0,0,9,2006,New,Partial,274725
1108,60,RL,,8063,1,0.0,4,1,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0,1.0,0,924,924,2,5,1,4.0,948,742,0,1690,0,0,2,1,3,1,3,7,8,1,3.0,2.0,2000.0,2.0,2,463,3.0,3.0,3,100,48,0,0,0,0,0.0,0.0,0.0,0,11,2007,WD,Abnorml,181000
1109,20,RL,107.0,11362,1,0.0,3,1,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,4,3,PConc,5.0,3.0,2.0,6.0,1039,1.0,0,797,1836,2,5,1,4.0,1836,0,0,1836,1,0,2,0,3,1,4,7,8,1,4.0,2.0,2004.0,3.0,3,862,3.0,3.0,3,125,185,0,0,0,0,0.0,0.0,0.0,0,3,2009,WD,Normal,280000
1110,60,RL,,8000,1,0.0,4,1,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,1.0,6.0,219,1.0,0,554,773,2,4,1,4.0,773,885,0,1658,1,0,2,1,3,1,3,8,8,1,3.0,2.0,1995.0,3.0,2,431,3.0,3.0,3,224,84,0,0,0,0,0.0,0.0,0.0,0,6,2008,WD,Normal,188000
1111,60,RL,80.0,10480,1,0.0,4,1,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,3,3,CBlock,3.0,3.0,1.0,5.0,403,1.0,0,400,803,2,3,1,4.0,1098,866,0,1964,0,0,2,1,4,1,3,8,8,1,4.0,2.0,1976.0,2.0,2,483,3.0,3.0,3,0,69,0,0,0,0,0.0,0.0,0.0,0,9,2008,WD,Normal,205000
1112,20,RL,73.0,7100,1,0.0,3,1,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3.0,3.0,1.0,6.0,708,1.0,0,108,816,2,3,1,3.0,816,0,0,816,1,0,1,0,2,1,3,5,8,0,0.0,1.0,1957.0,1.0,1,308,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,7,2006,WD,Normal,129900
1113,20,RL,66.0,8923,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,643,1.0,0,365,1008,2,4,1,4.0,1008,0,0,1008,1,0,1,0,2,1,4,6,8,0,0.0,2.0,1953.0,1.0,1,240,3.0,3.0,3,0,18,0,0,0,0,0.0,0.0,0.0,0,5,2007,WD,Normal,134500
1114,20,RL,90.0,5400,1,0.0,4,1,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,3.0,415,1.0,0,418,833,2,5,1,4.0,833,0,0,833,0,0,1,0,2,1,4,4,8,0,0.0,1.0,1955.0,1.0,1,326,3.0,3.0,3,0,0,0,0,0,0,0.0,1.0,0.0,0,8,2006,WD,Normal,117000
1115,20,RL,93.0,12085,1,0.0,4,1,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,4,3,PConc,5.0,3.0,1.0,6.0,1004,1.0,0,730,1734,2,5,1,4.0,1734,0,0,1734,1,0,2,0,3,1,5,7,8,1,4.0,2.0,2007.0,2.0,3,928,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,11,2007,New,Partial,318000
1116,80,RL,,7750,1,0.0,4,1,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,353,1.0,0,55,408,2,5,1,4.0,779,640,0,1419,1,0,2,1,3,1,4,7,8,1,3.0,2.0,2002.0,3.0,2,527,3.0,3.0,3,120,0,0,0,0,0,0.0,0.0,0.0,0,3,2009,WD,Normal,184100
1117,20,RL,57.0,9764,1,0.0,3,1,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,702,1.0,0,192,894,2,5,1,4.0,894,0,0,894,1,0,1,0,3,1,4,5,8,0,0.0,2.0,1967.0,2.0,2,450,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,5,2008,WD,Normal,130000
1118,80,RL,85.0,13825,1,0.0,4,1,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,533,533,2,3,1,4.0,1021,580,0,1601,0,1,1,0,3,1,3,6,6,0,0.0,2.0,1958.0,2.0,1,300,3.0,3.0,3,280,34,0,0,0,0,0.0,0.0,0.0,0,12,2008,WD,Normal,140000
1119,20,RL,70.0,7560,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,2.0,369,1.0,0,671,1040,2,3,1,3.0,1040,0,0,1040,0,0,1,0,3,1,3,6,8,0,0.0,2.0,1959.0,2.0,1,286,3.0,3.0,3,140,0,252,0,0,0,0.0,2.0,0.0,0,7,2006,WD,Normal,133700
1120,30,RM,59.0,8263,1,0.0,4,1,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0,1.0,0,1012,1012,2,3,1,3.0,1012,0,0,1012,0,0,1,0,2,1,3,6,8,1,4.0,1.0,1920.0,1.0,1,308,3.0,3.0,3,0,22,112,0,0,0,0.0,1.0,0.0,0,5,2007,WD,Normal,118400
1121,20,RL,84.0,10084,1,0.0,4,1,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4.0,3.0,3.0,6.0,24,1.0,0,1528,1552,2,5,1,4.0,1552,0,0,1552,0,0,2,0,3,1,4,7,8,0,0.0,2.0,2005.0,2.0,3,782,3.0,3.0,3,144,20,0,0,0,0,0.0,0.0,0.0,0,7,2006,New,Partial,212900
1122,20,RL,,8926,1,0.0,3,1,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,672,672,2,5,1,3.0,960,0,0,960,0,0,1,0,3,1,3,5,8,0,0.0,2.0,1956.0,1.0,1,288,3.0,3.0,3,64,0,0,0,160,0,0.0,1.0,0.0,0,10,2009,COD,Abnorml,112000
1123,20,RL,50.0,9405,1,0.0,4,1,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,5,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,698,698,2,5,1,4.0,698,0,0,698,0,1,1,0,2,1,3,4,8,0,0.0,0.0,,0.0,0,0,0.0,0.0,3,0,200,0,0,0,0,0.0,0.0,0.0,0,6,2009,WD,Normal,118000
1124,80,RL,,9125,1,0.0,3,1,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,3,3,PConc,4.0,3.0,1.0,1.0,0,1.0,0,384,384,2,4,1,4.0,812,670,0,1482,0,0,2,1,3,1,4,7,8,1,3.0,2.0,1992.0,3.0,2,392,3.0,3.0,3,100,25,0,0,0,0,0.0,0.0,0.0,0,7,2007,WD,Normal,163900
1125,20,RL,60.0,10434,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,1005,1005,2,3,1,4.0,1005,0,0,1005,0,0,1,0,2,1,2,5,8,1,3.0,1.0,1977.0,1.0,2,672,2.0,2.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,11,2009,WD,Normal,115000
1126,120,RL,53.0,3684,1,0.0,4,1,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,4,3,PConc,4.0,3.0,1.0,1.0,0,1.0,0,1373,1373,2,5,1,4.0,1555,0,0,1555,0,0,2,0,2,1,4,7,8,1,3.0,2.0,2007.0,3.0,3,660,3.0,3.0,3,143,20,0,0,0,0,0.0,0.0,0.0,0,6,2009,WD,Normal,174000
1127,20,RL,182.0,14572,1,0.0,1,1,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,6.0,1300,1.0,0,230,1530,2,5,1,4.0,1530,0,0,1530,1,0,2,0,3,1,4,7,8,1,4.0,2.0,2004.0,3.0,3,630,3.0,3.0,3,144,36,0,0,0,0,0.0,0.0,0.0,0,11,2007,WD,Family,259000
1128,60,RL,59.0,11796,1,0.0,3,1,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,1.0,0,1.0,0,847,847,2,5,1,4.0,847,1112,0,1959,0,0,2,1,4,1,4,8,8,1,4.0,2.0,2004.0,3.0,2,434,3.0,3.0,3,100,48,0,0,0,0,0.0,0.0,0.0,0,7,2007,WD,Normal,215000
1129,90,RM,60.0,7200,1,1.0,4,1,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,4.0,3.0,4.0,6.0,936,1.0,0,0,936,2,3,1,4.0,936,0,0,936,1,0,1,0,2,1,3,4,8,0,0.0,1.0,1980.0,1.0,2,672,3.0,3.0,3,49,0,0,0,0,0,0.0,0.0,0.0,0,8,2007,WD,Normal,140000
1130,50,RL,65.0,7804,1,0.0,4,1,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,3,3,BrkTil,3.0,3.0,1.0,4.0,622,1.0,0,500,1122,2,3,1,4.0,1328,653,0,1981,1,0,2,0,4,1,4,7,6,2,3.0,1.0,1981.0,1.0,2,576,3.0,3.0,3,431,44,0,0,0,0,0.0,1.0,0.0,0,12,2009,WD,Normal,135000
1131,20,RL,63.0,10712,1,0.0,4,1,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,2.0,4.0,212,1.0,0,762,974,2,3,1,4.0,974,0,0,974,0,0,1,0,3,1,3,5,8,0,0.0,0.0,,0.0,0,0,0.0,0.0,3,0,28,0,0,0,0,0.0,1.0,0.0,0,9,2007,Oth,Abnorml,93500
1132,70,RM,90.0,9900,1,0.0,4,1,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,2.0,1.0,0,1.0,0,1008,1008,2,3,1,4.0,1178,1032,0,2210,0,0,2,0,5,1,2,8,8,0,0.0,1.0,1930.0,1.0,1,205,2.0,3.0,1,0,48,0,0,0,0,0.0,0.0,0.0,0,5,2007,WD,Normal,117500
1133,60,RL,80.0,9828,1,0.0,3,1,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,584,1.0,0,544,1128,2,5,1,4.0,1142,878,0,2020,0,0,2,1,3,1,4,8,8,1,3.0,2.0,1995.0,2.0,2,466,3.0,3.0,3,0,155,0,0,0,0,0.0,0.0,0.0,0,6,2009,WD,Normal,239500
1134,60,RL,57.0,8773,1,0.0,3,1,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,3.0,1.0,0,1.0,0,916,916,2,4,1,4.0,916,684,0,1600,0,0,2,1,3,1,3,7,8,1,3.0,2.0,1997.0,3.0,2,460,3.0,3.0,3,100,38,0,0,0,0,0.0,0.0,0.0,0,8,2007,WD,Normal,169000
1135,30,RM,60.0,6180,1,0.0,4,1,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0,1.0,0,960,960,2,3,0,4.0,986,0,0,986,0,0,1,0,2,1,3,5,8,1,4.0,1.0,1926.0,1.0,1,180,3.0,3.0,3,0,128,0,0,0,0,0.0,0.0,0.0,0,5,2007,WD,Normal,102000
1136,50,RL,80.0,9600,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,280,1.0,0,752,1032,2,3,1,3.0,1032,220,0,1252,0,0,1,0,3,1,3,6,8,0,0.0,2.0,1950.0,1.0,1,288,3.0,3.0,3,0,0,96,0,0,0,0.0,0.0,0.0,0,4,2008,WD,Abnorml,119000
1137,50,RL,54.0,6342,1,0.0,4,1,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,780,780,2,4,0,4.0,780,240,0,1020,0,0,1,0,2,1,3,6,8,0,0.0,0.0,,0.0,0,0,0.0,0.0,1,0,0,176,0,0,0,0.0,0.0,0.0,0,5,2010,WD,Normal,94000
