,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,SaleType,SaleCondition,SalePrice,Total_OutdoorSF,Baths,Age,AgeRemodAdd,AgeGarage
1126,120,RL,53.0,3684,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,Hip,VinylSd,VinylSd,BrkFace,130.0,4,PConc,4,1373,5,1,1555,4,7,3,Attchd,3,3,3,TA,WD,Normal,174000,163,2,2,2,2.0
1127,20,RL,182.0,14572,IR3,Lvl,Corner,Gilbert,Norm,1Fam,1Story,7,Hip,VinylSd,VinylSd,None,0.0,4,PConc,4,1530,5,1,1530,4,7,4,Attchd,3,3,3,TA,WD,Family,259000,180,3,3,3,3.0
1128,60,RL,59.0,11796,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,847,5,1,1959,4,8,4,BuiltIn,3,2,3,TA,WD,Normal,215000,148,3,3,2,3.0
1129,90,RM,60.0,7200,Reg,Lvl,Inside,OldTown,Norm,Duplex,SFoyer,5,Gable,MetalSd,MetalSd,BrkFace,180.0,3,CBlock,4,936,3,1,936,3,4,0,Detchd,1,2,3,TA,WD,Normal,140000,49,2,27,27,27.0
1130,50,RL,65.0,7804,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,4,Gable,WdShing,Plywood,None,0.0,3,BrkTil,3,1122,3,1,1981,4,7,3,Detchd,1,2,3,TA,WD,Normal,135000,475,3,81,59,28.0
1131,20,RL,63.0,10712,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,0.0,3,PConc,4,974,3,1,974,3,5,0,NA,0,0,0,None,Oth,Abnorml,93500,28,1,16,15,0.0
1132,70,RM,90.0,9900,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1008,3,1,2210,2,8,0,Detchd,1,1,2,TA,WD,Normal,117500,48,2,127,57,77.0
1133,60,RL,80.0,9828,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,1128,5,1,2020,4,8,3,Attchd,2,2,3,TA,WD,Normal,239500,155,3,14,14,14.0
1134,60,RL,57.0,8773,IR1,HLS,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,916,4,1,1600,3,7,3,Attchd,3,2,3,TA,WD,Normal,169000,138,3,10,10,10.0
1135,30,RM,60.0,6180,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,960,3,0,986,3,5,4,Detchd,1,1,3,TA,WD,Normal,102000,128,1,81,57,81.0
1136,50,RL,80.0,9600,Reg,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,6,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,1032,3,1,1252,3,6,0,Attchd,1,1,3,TA,WD,Abnorml,119000,96,1,58,58,58.0
1137,50,RL,54.0,6342,Reg,Lvl,Inside,Sawyer,Feedr,1Fam,1.5Fin,5,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,780,4,0,1020,3,6,0,NA,0,0,0,None,WD,Normal,94000,176,1,135,14,0.0
1138,20,RL,70.08333333333333,9819,IR1,Lvl,Inside,Mitchel,Norm,1Fam,1Story,6,Gable,Plywood,ImStucc,None,0.0,3,PConc,3,1567,3,1,1567,4,5,3,Attchd,2,2,3,TA,WD,Normal,196000,296,3,32,32,32.0
1139,30,RL,98.0,8731,IR1,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,Gable,Stucco,Stucco,None,0.0,3,BrkTil,3,915,3,1,1167,3,6,4,Detchd,1,2,3,TA,WD,Normal,144000,342,1,87,57,35.0
1140,20,RL,60.0,7350,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,3,952,3,1,952,3,4,0,Detchd,1,2,3,TA,COD,Abnorml,139000,0,2,57,57,20.0
1141,60,RL,81.28888888888889,10304,IR1,Lvl,CulDSac,NWAmes,PosN,1Fam,2Story,5,Gable,Plywood,Plywood,BrkFace,44.0,3,CBlock,3,780,5,1,1868,4,9,3,Attchd,1,2,3,TA,WD,Normal,197500,544,4,33,33,33.0
1142,60,RL,77.0,9965,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,Hip,VinylSd,VinylSd,Stone,340.0,4,PConc,5,1466,5,1,2828,4,11,3,BuiltIn,2,3,3,TA,New,Partial,424870,269,4,1,0,1.0
1143,20,RL,74.4375,9000,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,Wd Sdng,Plywood,None,0.0,3,CBlock,3,1006,3,1,1006,3,5,0,NA,0,0,0,None,WD,Normal,80000,24,1,49,49,0.0
1144,190,RL,60.0,12180,Reg,Lvl,Inside,Edwards,Norm,2fmCon,1.5Fin,4,Gable,MetalSd,MetalSd,None,0.0,3,BrkTil,4,672,2,0,924,2,5,0,Detchd,1,1,3,TA,WD,Normal,80000,0,2,69,60,69.0
1145,50,RM,52.0,6240,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1042,5,1,1576,3,8,4,Detchd,1,1,3,TA,WD,Family,149000,0,1,78,56,78.0
1146,20,RL,71.5,11200,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Shng,BrkFace,85.0,4,CBlock,4,1298,3,1,1298,4,5,3,Attchd,1,2,3,TA,WD,Normal,180000,191,3,21,21,21.0
1147,70,RL,75.0,12000,Reg,Bnk,Inside,Crawfor,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,704,5,1,1564,2,7,4,Attchd,1,1,3,TA,WD,Normal,174500,0,2,68,59,68.0
1148,50,RM,62.788990825688074,5700,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,7,Gable,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,572,3,1,1111,3,5,4,Detchd,1,1,3,TA,WD,Normal,116900,176,1,82,58,26.0
1149,70,RM,50.0,9000,Reg,Lvl,Inside,OldTown,Artery,1Fam,2Story,7,Hip,VinylSd,VinylSd,None,0.0,3,PConc,3,650,5,1,1482,3,7,0,Detchd,1,2,3,TA,WD,Normal,143000,0,2,89,21,79.0
1150,20,RL,57.0,8280,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,BrkFace,BrkFace,None,0.0,3,CBlock,3,932,5,1,932,4,4,4,Attchd,1,1,3,TA,WD,Normal,124000,214,1,57,57,57.0
1151,20,RL,134.0,17755,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Gable,HdBoard,Plywood,BrkFace,132.0,3,CBlock,3,1466,3,1,1466,2,6,4,Attchd,3,2,3,TA,WD,Normal,149900,240,2,47,47,47.0
1152,20,RL,90.0,14115,IR1,Lvl,Inside,Crawfor,Norm,1Fam,1Story,6,Gable,Stone,Stone,None,0.0,3,PConc,3,1073,5,1,1811,5,6,4,Attchd,3,2,3,TA,WD,Abnorml,230000,280,1,50,2,50.0
1153,30,RM,62.5,5890,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,4,BrkTil,3,816,5,1,816,3,5,0,Detchd,1,1,3,TA,WD,Normal,120500,96,1,78,1,6.0
1154,60,RL,76.46236559139786,13700,IR1,Lvl,Inside,NAmes,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,Stone,288.0,3,CBlock,3,864,3,1,1820,4,8,4,Attchd,1,2,3,TA,WD,Normal,201800,417,3,43,20,43.0
1155,20,RL,90.0,10768,IR1,Lvl,Corner,Veenker,Norm,1Fam,1Story,5,Gable,Plywood,Plywood,None,0.0,4,CBlock,4,1437,3,1,1437,4,6,2,Attchd,2,2,3,TA,WD,Normal,218000,201,3,31,3,31.0
1156,80,RL,85.0,9350,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,Gable,BrkFace,BrkFace,None,0.0,3,PConc,3,1219,4,1,1265,4,6,4,Attchd,2,2,3,TA,WD,Normal,179900,188,3,43,9,43.0
1157,120,RL,34.0,5001,IR1,Lvl,Inside,NridgHt,Norm,Twnhs,1Story,7,Gable,VinylSd,VinylSd,Stone,166.0,4,PConc,4,1314,5,1,1314,4,6,4,Attchd,2,2,3,TA,WD,Normal,230000,234,3,2,1,1.0
1158,20,RL,92.0,11932,Reg,Lvl,FR2,Somerst,Feedr,1Fam,1Story,8,Gable,VinylSd,VinylSd,Stone,186.0,4,PConc,4,1580,5,1,1580,4,7,0,Attchd,2,3,3,TA,ConLD,Partial,235128,24,2,1,0,0.0
1159,60,RL,76.0,9120,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,6,Hip,HdBoard,HdBoard,BrkFace,270.0,4,CBlock,3,901,3,1,1876,4,8,3,Attchd,2,2,4,TA,WD,Normal,185000,69,3,34,34,34.0
1160,160,RL,24.0,2280,Reg,Lvl,Inside,NPkVill,Norm,Twnhs,2Story,6,Gable,Plywood,Brk Cmn,None,0.0,3,CBlock,4,855,2,1,1456,3,7,3,Attchd,1,2,3,TA,WD,Normal,146000,26,3,32,32,32.0
1161,20,RL,71.8048780487805,14778,IR1,Low,CulDSac,Crawfor,PosN,1Fam,1Story,6,Hip,HdBoard,HdBoard,BrkFace,72.0,4,CBlock,3,1296,5,1,1640,4,7,4,Detchd,1,2,3,TA,WD,Normal,224000,324,2,54,2,15.0
1162,20,RL,109.0,8724,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,4,894,4,1,894,3,5,1,Attchd,3,2,3,TA,WD,Normal,129000,0,1,39,39,39.0
1163,90,RL,60.0,12900,Reg,Lvl,Inside,Sawyer,Feedr,Duplex,SFoyer,4,Gable,Plywood,Plywood,None,0.0,3,CBlock,4,1198,3,1,1258,3,6,0,CarPort,1,2,2,TA,WD,Alloca,108959,120,4,39,39,39.0
1164,80,RL,59.714285714285715,16157,IR1,Lvl,FR2,Veenker,Feedr,1Fam,SLvl,5,Gable,Plywood,Plywood,None,0.0,3,PConc,4,1360,5,1,1432,4,5,3,Attchd,1,2,3,TA,WD,Normal,194000,348,3,29,29,29.0
1165,20,RL,79.0,9541,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,Stone,268.0,4,PConc,4,1502,5,1,1502,4,7,0,Attchd,2,2,3,TA,New,Partial,233170,114,2,0,0,0.0
1166,20,RL,64.0,10475,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,Stone,72.0,4,PConc,4,1694,5,1,1694,4,7,0,Attchd,2,3,3,TA,WD,Normal,245350,193,2,2,2,2.0
1167,60,RL,58.0,10852,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,959,5,1,1671,3,7,3,Attchd,3,2,3,TA,WD,Normal,173000,38,4,6,6,6.0
1168,70,RL,120.0,13728,Reg,Lvl,Corner,Edwards,Norm,1Fam,2Story,6,Hip,Stucco,Stucco,None,0.0,3,CBlock,3,1127,5,1,2108,4,7,3,Basment,1,2,3,TA,WD,Normal,235000,90,2,73,22,73.0
1169,60,RL,118.0,35760,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,10,Hip,HdBoard,HdBoard,BrkFace,1378.0,4,PConc,5,1930,5,1,3627,4,10,3,Attchd,3,3,3,TA,WD,Normal,625000,437,5,11,10,11.0
1170,80,RL,76.0,9880,Reg,Lvl,Inside,Mitchel,Norm,1Fam,SLvl,6,Gable,Plywood,Plywood,None,0.0,3,CBlock,3,1096,3,1,1118,3,6,1,Attchd,3,1,3,TA,WD,Normal,171000,203,2,31,31,31.0
1171,20,RL,76.0,9120,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Hip,MetalSd,MetalSd,None,0.0,3,CBlock,3,1261,5,1,1261,3,6,3,Attchd,2,2,3,TA,WD,Normal,163000,288,2,50,50,50.0
1172,160,FV,35.0,4017,IR1,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,Gable,MetalSd,MetalSd,None,0.0,4,PConc,4,625,5,1,1250,4,5,0,Detchd,3,2,3,TA,WD,Normal,171900,54,3,2,1,2.0
1173,50,RL,138.0,18030,IR1,Bnk,Inside,ClearCr,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1598,3,1,3086,5,12,4,NA,0,0,0,None,WD,Normal,200500,122,3,61,13,0.0
1174,70,RL,80.0,16560,IR1,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,4,952,3,1,2345,3,9,4,Detchd,1,2,3,TA,WD,Normal,239000,0,3,74,56,74.0
1175,50,RL,85.0,10678,Reg,Lvl,Inside,NoRidge,Norm,1Fam,1.5Fin,8,Hip,HdBoard,HdBoard,BrkFace,337.0,4,PConc,4,1683,5,1,2872,4,9,3,Attchd,3,2,3,TA,WD,Normal,285000,33,3,15,7,15.0
1176,20,RL,37.0,6951,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,5,Gable,HdBoard,Plywood,None,0.0,3,CBlock,3,876,3,1,923,3,5,0,Attchd,1,1,3,TA,WD,Normal,119500,362,2,24,23,24.0
1177,50,RM,62.788990825688074,3950,Reg,Bnk,Inside,OldTown,Artery,1Fam,1.5Fin,6,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,818,3,1,1224,3,5,0,Detchd,1,1,3,TA,WD,Normal,115000,116,1,83,5,83.0
1178,50,RL,54.0,7681,IR1,Lvl,FR2,Crawfor,Norm,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,731,5,1,1343,3,7,4,Detchd,1,1,2,TA,WD,Normal,154900,294,2,88,59,88.0
1179,20,RL,77.0,8335,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,Slab,0,0,4,1,1124,3,5,4,NA,0,0,0,None,WD,Normal,93000,226,1,52,52,0.0
1180,60,RL,80.13333333333334,11170,IR2,Lvl,Corner,Timber,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,None,0.0,3,Wood,4,1216,5,1,2514,3,8,0,Attchd,3,2,3,TA,WD,Normal,250000,0,3,16,15,16.0
1181,120,RM,64.0,5587,IR1,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8,Hip,CemntBd,CmentBd,Stone,186.0,5,PConc,5,1600,5,1,1652,4,5,4,Attchd,3,2,3,TA,New,Partial,392500,368,4,0,0,0.0
1182,60,RL,160.0,15623,IR1,Lvl,Corner,NoRidge,Norm,1Fam,2Story,10,Hip,Wd Sdng,ImStucc,None,0.0,4,PConc,5,2396,5,1,4476,5,10,3,Attchd,3,3,3,TA,WD,Abnorml,745000,249,5,11,11,11.0
1183,30,RL,60.0,10800,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,Hip,Stucco,Stucco,None,0.0,3,BrkTil,3,1120,5,1,1130,3,5,4,Detchd,1,2,3,TA,WD,Normal,120000,229,2,86,56,36.0
1184,20,RL,50.0,35133,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,5,Hip,MetalSd,MetalSd,BrkFace,226.0,3,CBlock,3,1572,4,1,1572,3,5,3,2Types,2,3,3,TA,WD,Normal,186700,526,3,44,44,44.0
1185,50,RL,60.0,9738,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,Gable,AsbShng,AsbShng,None,0.0,3,BrkTil,3,784,4,1,1221,3,7,0,Attchd,1,1,3,TA,WD,Normal,104900,236,2,82,56,41.0
1186,190,RL,107.0,10615,IR1,Bnk,Corner,OldTown,Artery,2fmCon,2Story,3,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,2,978,3,1,1699,3,7,0,CarPort,1,2,2,Fa,WD,Abnorml,95000,74,3,109,39,89.0
1187,20,RL,89.0,12461,Reg,Lvl,Corner,NoRidge,Norm,1Fam,1Story,8,Gable,ImStucc,ImStucc,None,0.0,4,PConc,4,1624,5,1,1624,4,5,2,Attchd,2,3,3,TA,WD,Normal,262000,306,3,12,11,12.0
1188,60,RL,68.0,8935,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,95.0,4,PConc,4,831,5,1,1660,4,7,0,Attchd,2,2,3,TA,WD,Normal,195000,212,3,7,7,7.0
1189,60,RL,60.0,7500,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,3,PConc,3,994,4,1,1804,4,7,3,Attchd,3,2,3,TA,WD,Normal,189000,200,3,11,11,11.0
1190,190,RL,70.08333333333333,32463,Reg,Low,Inside,Mitchel,Norm,2fmCon,1Story,4,Gable,MetalSd,MetalSd,Stone,149.0,3,CBlock,3,1249,5,1,1622,3,7,3,2Types,3,4,3,TA,WD,Normal,168000,439,2,46,32,32.0
1191,160,FV,24.0,2645,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8,Gable,MetalSd,MetalSd,BrkFace,456.0,4,PConc,4,776,5,1,1441,4,5,0,Detchd,1,2,3,TA,WD,Normal,174000,206,3,8,7,8.0
1192,50,RM,60.0,9600,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,Gambrel,VinylSd,VinylSd,None,0.0,3,PConc,3,702,4,1,1472,4,6,0,Detchd,1,1,3,Fa,WD,Normal,125000,84,1,82,13,82.0
1193,120,RM,70.08333333333333,4500,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,Hip,VinylSd,VinylSd,BrkFace,425.0,3,PConc,5,1224,5,1,1224,3,5,0,Attchd,3,2,3,TA,WD,Normal,165000,304,3,10,10,10.0
1194,60,RL,80.0,9364,Reg,Lvl,Corner,Sawyer,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,Stone,143.0,3,CBlock,3,663,3,1,1352,3,7,0,Attchd,3,1,3,TA,WD,Normal,158000,415,2,41,41,41.0
1195,60,RL,51.0,8029,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,728,5,1,1456,4,8,0,Attchd,3,2,3,TA,WD,Normal,176000,124,3,3,3,3.0
1196,60,RL,58.0,14054,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,879,5,1,1863,4,9,4,BuiltIn,3,3,3,TA,New,Partial,219210,117,3,0,0,0.0
1197,75,RM,65.0,8850,IR1,Bnk,Corner,OldTown,Norm,1Fam,2.5Unf,7,Gable,MetalSd,MetalSd,None,0.0,3,BrkTil,3,815,5,1,1690,3,7,4,Detchd,1,1,3,TA,ConLw,Normal,144000,330,1,90,56,90.0
1198,20,RL,70.0,9100,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,1212,5,1,1212,4,6,0,Attchd,2,2,3,TA,WD,Normal,178000,356,2,8,8,8.0
1199,20,RL,75.0,11235,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,4,Gable,HdBoard,HdBoard,BrkFace,51.0,3,CBlock,3,1051,4,1,1382,3,6,1,Attchd,1,2,3,TA,WD,Normal,148000,82,2,43,27,32.0
1200,20,RL,71.0,9353,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,864,4,1,864,3,5,0,Attchd,1,1,3,TA,Oth,Abnorml,116050,0,1,36,36,34.0
1201,60,RL,80.0,10400,Reg,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,866,5,1,1779,4,6,0,Attchd,2,2,3,TA,WD,Normal,197900,234,3,11,11,11.0
1202,50,RM,50.0,6000,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,884,5,1,1348,3,5,2,Detchd,1,1,3,TA,WD,Normal,117000,208,2,84,12,49.0
1203,20,RL,75.0,9750,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,171.0,4,PConc,4,1630,5,1,1630,4,6,3,Attchd,1,2,3,TA,WD,Normal,213000,308,2,9,8,9.0
1204,20,RL,78.0,10140,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,4,1056,5,1,1074,3,6,0,Attchd,2,2,3,TA,WD,Normal,153500,88,3,31,31,31.0
1205,20,RL,90.0,14684,IR1,Lvl,CulDSac,SawyerW,Norm,1Fam,1Story,7,Hip,HdBoard,HdBoard,BrkFace,234.0,4,CBlock,4,2158,4,1,2196,4,7,3,Attchd,2,3,3,TA,WD,Normal,271900,154,2,19,18,19.0
1206,20,RH,71.5,8900,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,4,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,3,1056,3,1,1056,3,5,0,Detchd,1,1,3,TA,WD,Normal,107000,42,2,40,40,40.0
1207,20,RL,70.0,9135,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,BrkFace,120.0,4,PConc,4,1682,5,1,1700,4,7,0,Attchd,2,2,3,TA,WD,Normal,200000,215,3,3,3,3.0
1208,20,RL,70.0,7763,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,931,3,1,1283,3,6,0,Detchd,1,2,3,TA,WD,Normal,140000,0,2,46,28,28.0
1209,20,RL,85.0,10182,IR1,Lvl,CulDSac,Somerst,RRNn,1Fam,1Story,8,Hip,VinylSd,VinylSd,Stone,420.0,4,PConc,5,1660,5,1,1660,4,8,4,Attchd,2,2,3,TA,New,Partial,290000,372,3,0,0,0.0
1210,60,RL,70.0,11218,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,4,PConc,4,1055,5,1,1845,4,8,3,Attchd,2,2,3,TA,WD,Normal,189000,739,3,18,18,18.0
1211,50,RL,152.0,12134,IR1,Bnk,Inside,Gilbert,Norm,1Fam,1.5Fin,8,Gable,Wd Sdng,Wd Sdng,None,0.0,4,Wood,4,559,4,1,1752,3,8,0,Basment,2,2,3,TA,WD,Normal,164000,337,2,22,5,22.0
1212,30,RL,50.0,9340,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,Hip,MetalSd,MetalSd,None,0.0,3,CBlock,3,672,3,1,672,3,4,0,Attchd,1,1,3,TA,WD,Normal,113000,113,2,68,59,68.0
1213,80,RL,74.4375,10246,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,SLvl,4,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,648,5,1,960,3,3,0,Attchd,1,1,3,TA,WD,Normal,145000,88,2,41,5,41.0
1214,85,RL,69.0,10205,IR1,Lvl,Inside,NAmes,Norm,1Fam,SFoyer,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,925,3,1,999,3,6,0,Attchd,1,1,3,TA,WD,Normal,134500,222,2,44,44,44.0
1215,20,RL,99.0,7094,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,894,3,1,894,3,5,0,Detchd,2,1,3,TA,WD,Normal,125000,0,1,41,41,41.0
1216,90,RM,68.0,8930,Reg,Lvl,Inside,Sawyer,RRAe,Duplex,1.5Fin,6,Gable,VinylSd,VinylSd,None,0.0,3,Slab,0,0,3,1,1902,3,8,0,Attchd,1,2,3,TA,WD,Normal,112000,0,2,32,32,32.0
1217,20,FV,72.0,8640,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,Gable,CemntBd,CmentBd,Stone,72.0,4,PConc,4,1300,5,1,1314,4,6,0,Attchd,2,2,3,TA,New,Partial,229456,247,3,0,0,0.0
1218,50,RM,52.0,6240,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,4,Gable,AsbShng,AsbShng,None,0.0,3,Slab,0,0,4,0,912,3,3,0,NA,0,0,0,None,WD,Normal,80500,0,1,59,56,0.0
1219,160,RM,21.0,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,Gable,CemntBd,CmentBd,BrkFace,236.0,3,CBlock,3,672,3,1,1218,3,7,0,NA,0,0,0,None,WD,Abnorml,91500,201,2,35,35,0.0
1220,20,RL,66.0,7800,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,912,3,1,912,3,5,0,Attchd,1,1,3,TA,WD,Abnorml,115000,0,1,42,42,42.0
1221,20,RL,55.0,8250,Reg,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,5,Hip,HdBoard,HdBoard,None,0.0,3,CBlock,3,952,5,1,1211,3,5,3,Attchd,1,1,3,TA,WD,Normal,134000,63,1,40,40,40.0
1222,50,RL,78.0,10496,Reg,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,BrkFace,320.0,3,CBlock,3,1040,5,1,1846,3,7,4,Attchd,1,1,3,TA,WD,Normal,143000,0,2,58,57,58.0
1223,20,RL,89.0,10680,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,BrkFace,44.0,3,CBlock,3,2136,3,0,2136,3,7,0,Detchd,1,2,3,TA,WD,Normal,137900,30,2,55,55,55.0
1224,60,RL,60.0,15384,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,788,5,1,1490,4,8,4,Attchd,3,2,3,TA,WD,Normal,184000,175,4,4,3,4.0
1225,80,RL,65.0,10482,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,Hip,VinylSd,VinylSd,BrkFace,63.0,3,CBlock,3,588,5,1,1138,3,6,0,Attchd,2,1,3,TA,WD,Normal,145000,224,2,49,49,49.0
1226,60,RL,86.0,14598,IR1,Lvl,CulDSac,Somerst,Feedr,1Fam,2Story,6,Gable,VinylSd,VinylSd,Stone,74.0,4,PConc,4,894,5,1,1933,4,9,4,BuiltIn,3,3,3,TA,WD,Normal,214000,118,3,1,1,1.0
1227,20,RL,72.0,8872,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,BrkFace,300.0,3,CBlock,3,912,5,1,912,4,5,0,Detchd,1,2,3,TA,WD,Normal,147000,240,2,43,0,16.0
