,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,PavedDrive,PoolQC,Fence,MiscVal,SaleType,SaleCondition,SalePrice,LogSalePrice,Baths,Total_OutdoorSF
2719,20,RL,78.0,10140,1,0.0,Reg,Lvl,IC2,Gtl,NWAmes,RRAn,1T,1Story,7,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264.0,3,3,CBlock,3.0,1334.0,4,1,2.0,1334,3,3.0,7,0.0,Attchd,1967.0,2.0,477.0,3.0,3,0.0,0.0,0,WD,Normal,,,3.0,319
2720,20,RL,80.0,9600,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Feedr,1T,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,1051.0,4,1,2.0,1051,3,3.0,6,0.0,Attchd,1968.0,2.0,504.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,0
2721,60,RL,72.0,8640,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Feedr,1T,2Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,300.0,3,3,CBlock,4.0,900.0,5,1,2.0,1770,4,3.0,7,0.0,Attchd,1968.0,2.0,530.0,3.0,3,0.0,0.0,455,WD,Normal,,,3.0,330
2722,20,RL,78.0,9360,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Feedr,1T,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3.0,976.0,3,1,2.0,976,2,4.0,4,2.0,Attchd,1968.0,2.0,504.0,3.0,3,0.0,0.0,0,WD,Abnorml,,,2.0,94
2723,85,RL,70.0,8400,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Feedr,1T,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,833.0,4,1,2.0,898,3,3.0,6,0.0,Attchd,1968.0,2.0,326.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,143
2724,20,RL,,9759,1,0.0,IR1,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,5,1966,1966,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,1051.0,3,1,2.0,1051,3,3.0,6,0.0,Attchd,1966.0,2.0,264.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,270
2725,80,RL,80.0,9600,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,SLvl,5,7,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,140.0,3,3,PConc,3.0,1141.0,4,1,2.0,1141,3,3.0,6,0.0,Attchd,1967.0,1.0,568.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,78
2726,190,RL,80.0,8800,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,RRAn,2DT,1Story,6,7,1965,2000,Hip,CompShg,BrkFace,VinylSd,None,0.0,3,4,PConc,3.0,1187.0,5,1,2.0,1565,3,4.0,7,3.0,Attchd,1965.0,2.0,299.0,3.0,3,0.0,1.0,460,WD,Abnorml,,,3.0,436
2727,20,RL,,10368,1,0.0,IR1,Lvl,C3,Gtl,NAmes,Norm,1T,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,3,CBlock,3.0,1008.0,5,1,2.0,1488,3,3.0,7,4.0,Attchd,1964.0,3.0,430.0,3.0,3,0.0,0.0,0,WD,Normal,,,3.0,214
2728,60,RL,85.0,9350,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,2Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,720.0,4,1,2.0,1440,4,3.0,7,1.0,Attchd,1964.0,3.0,480.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,272
2729,20,RL,80.0,10800,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,7,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88.0,3,3,CBlock,3.0,1248.0,5,1,2.0,1248,3,3.0,6,0.0,Attchd,1960.0,1.0,286.0,3.0,3,0.0,1.0,0,WD,Normal,,,2.0,0
2730,30,RL,60.0,8550,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,6,8,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,816.0,5,1,2.0,816,2,3.0,4,2.0,Attchd,1949.0,1.0,240.0,3.0,3,0.0,1.0,0,WD,Normal,,,2.0,268
2731,20,RL,68.0,9724,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,7,1947,1950,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,938.0,5,1,2.0,1043,2,3.0,5,4.0,Detchd,1947.0,1.0,273.0,3.0,3,0.0,1.0,0,WD,Normal,,,1.0,173
2732,20,RL,80.0,9600,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,6,1961,1990,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3.0,1251.0,3,1,2.0,1433,3,3.0,7,4.0,Attchd,1961.0,1.0,441.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,349
2733,20,RL,89.0,10858,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Feedr,1T,1Story,5,6,1952,1952,Gable,CompShg,Wd Sdng,Plywood,Stone,150.0,3,4,CBlock,3.0,1444.0,5,1,2.0,1624,2,3.0,6,4.0,Attchd,1952.0,2.0,240.0,3.0,3,0.0,1.0,0,WD,Partial,,,2.0,364
2734,20,RL,80.0,9600,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,144.0,3,3,CBlock,3.0,1056.0,5,1,1.0,1216,3,3.0,7,0.0,Attchd,1951.0,2.0,280.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,0
2735,60,RL,79.0,9462,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,2Story,5,6,1949,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,704.0,4,1,1.0,1728,3,3.0,7,4.0,Attchd,1949.0,1.0,234.0,3.0,3,0.0,1.0,0,WD,Normal,,,2.0,305
2736,20,RL,82.0,9888,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,6,1954,1975,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,936.0,3,1,1.0,936,2,3.0,5,0.0,Attchd,1954.0,1.0,240.0,3.0,3,0.0,1.0,0,WD,Normal,,,1.0,160
2737,90,RL,,8917,1,0.0,IR1,Lvl,IC2,Gtl,NAmes,Norm,2DT,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,1584.0,3,1,2.0,1584,4,3.0,8,0.0,Detchd,1967.0,1.0,506.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,0
2738,80,RL,,12700,1,0.0,IR1,Lvl,IC2,Gtl,NAmes,Norm,1T,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,1246.0,3,1,2.0,1246,3,3.0,6,4.0,Attchd,1964.0,2.0,441.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,69
2739,20,RL,109.0,9723,1,0.0,IR1,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,6,7,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,332.0,3,3,CBlock,3.0,1008.0,3,1,2.0,1008,2,3.0,5,0.0,Attchd,1963.0,2.0,430.0,3.0,3,0.0,0.0,0,WD,Normal,,,1.0,0
2740,20,RL,70.0,8400,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Feedr,1T,1Story,5,5,1957,1957,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,2.0,1179.0,4,1,2.0,1364,3,3.0,6,4.0,Attchd,1957.0,2.0,331.0,3.0,3,0.0,1.0,0,WD,Normal,,,2.0,60
2741,20,RL,,9610,1,0.0,IR1,Lvl,IC2,Gtl,NAmes,Feedr,1T,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,632.0,3,3,CBlock,3.0,1121.0,5,1,1.0,1336,3,3.0,7,3.0,Attchd,1958.0,2.0,488.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,80
2742,80,RL,125.0,10000,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,SLvl,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,272.0,3,3,CBlock,3.0,1058.0,5,1,2.0,1370,3,3.0,6,3.0,Basment,1956.0,2.0,300.0,3.0,3,0.0,1.0,0,WD,Normal,,,2.0,311
2743,20,RL,72.0,10152,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,6,6,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,1124.0,5,1,2.0,1124,3,3.0,6,3.0,Attchd,1956.0,3.0,353.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,533
2744,20,RL,70.0,8092,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,6,8,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,3,4,CBlock,3.0,1050.0,5,1,2.0,1050,3,4.0,6,0.0,Attchd,1954.0,2.0,286.0,3.0,3,0.0,0.0,0,WD,Abnorml,,,2.0,0
2745,20,RL,66.0,12778,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,6,1952,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,1008.0,5,1,1.0,1008,2,3.0,4,0.0,Attchd,1952.0,2.0,280.0,3.0,3,0.0,1.0,0,WD,Normal,,,2.0,154
2746,20,RL,75.0,10170,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,6,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522.0,3,3,CBlock,3.0,216.0,3,1,2.0,1575,2,4.0,5,4.0,Attchd,1951.0,1.0,400.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,0
2747,80,RL,55.0,7700,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,SLvl,5,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4.0,301.0,5,1,1.0,1145,3,3.0,6,0.0,Detchd,1993.0,1.0,684.0,3.0,3,0.0,1.0,0,WD,Normal,,,1.0,0
2748,20,RL,65.0,11050,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,1005.0,5,1,2.0,1005,2,3.0,6,3.0,Attchd,1956.0,1.0,319.0,3.0,3,0.0,0.0,0,WD,Normal,,,1.0,288
2749,20,RL,80.0,13600,1,0.0,Reg,Bnk,IC2,Gtl,NAmes,Norm,1T,1Story,5,6,1955,1955,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,1056.0,4,1,2.0,1056,3,3.0,6,0.0,Attchd,1955.0,3.0,300.0,3.0,3,0.0,1.0,650,WD,Normal,,,3.0,0
2750,20,RL,85.0,15428,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,6,1951,1991,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,884.0,5,1,2.0,884,2,3.0,4,0.0,Attchd,1951.0,3.0,270.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,195
2751,30,RL,118.0,21299,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,7,5,1941,1963,Hip,WdShake,BrkFace,BrkFace,None,0.0,4,3,CBlock,3.0,929.0,5,1,2.0,2039,3,3.0,7,4.0,2Types,1941.0,1.0,791.0,3.0,3,0.0,0.0,0,COD,Abnorml,,,3.0,90
2752,20,RL,70.0,13300,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,5,1956,2001,Hip,CompShg,Wd Sdng,VinylSd,None,0.0,3,3,CBlock,3.0,1015.0,4,1,2.0,1384,2,3.0,6,0.0,Attchd,2001.0,1.0,896.0,3.0,3,0.0,0.0,400,WD,Normal,,,2.0,398
2753,190,RL,94.0,22136,1,0.0,Reg,Lvl,IC2,Gtl,OldTown,Artery,2DT,1.5Fin,5,5,1925,1975,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3.0,2171.0,3,1,2.0,2640,5,3.0,10,4.0,Attchd,1977.0,2.0,1008.0,3.0,1,0.0,0.0,0,WD,Normal,,,5.0,827
2754,50,RL,50.0,7500,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1.5Fin,6,6,1947,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,784.0,5,1,1.0,1312,3,3.0,6,0.0,Detchd,1953.0,1.0,649.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,28
2755,30,RL,60.0,10410,1,1.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1Story,3,8,1930,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3.0,713.0,5,1,2.0,713,2,4.0,5,0.0,Detchd,1936.0,1.0,371.0,2.0,1,0.0,0.0,0,WD,Normal,,,1.0,236
2756,30,RL,60.0,10914,1,1.0,Reg,Lvl,IC2,Gtl,NAmes,Artery,1T,1Story,3,3,1929,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3.0,715.0,2,0,1.0,715,2,3.0,4,0.0,Detchd,1967.0,1.0,660.0,2.0,1,0.0,0.0,0,WD,Normal,,,1.0,187
2757,50,RL,60.0,7008,1,0.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1.5Fin,4,8,1900,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,2.0,448.0,5,1,2.0,720,1,2.0,5,0.0,Attchd,1900.0,1.0,280.0,2.0,3,0.0,0.0,0,WD,Normal,,,1.0,70
2758,70,RL,60.0,7200,1,1.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,2Story,6,8,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,5,CBlock,3.0,663.0,5,1,2.0,1595,3,3.0,7,4.0,Detchd,1974.0,1.0,528.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,280
2759,50,RL,60.0,10818,1,1.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1.5Fin,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2.0,1077.0,3,1,1.0,1760,4,3.0,7,3.0,Detchd,1935.0,1.0,648.0,2.0,3,0.0,0.0,0,COD,Abnorml,,,2.0,216
2760,80,RL,83.0,10184,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,SLvl,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,379.0,3,3,CBlock,3.0,1083.0,3,1,2.0,1146,3,3.0,6,4.0,Attchd,1963.0,1.0,294.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,420
2761,20,RL,77.0,9510,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,6,5,1962,1985,Gable,CompShg,HdBoard,HdBoard,BrkCmn,161.0,3,3,CBlock,3.0,1135.0,5,1,2.0,1207,3,3.0,6,0.0,Attchd,1962.0,2.0,264.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,240
2762,20,RL,80.0,10800,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,PosA,1T,1Story,6,6,1961,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,3,3,CBlock,3.0,1313.0,3,1,2.0,1773,3,3.0,6,3.0,Attchd,1961.0,2.0,418.0,3.0,3,0.0,0.0,0,WD,Normal,,,3.0,597
2763,20,RL,86.0,11650,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,PosA,1T,1Story,7,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkCmn,58.0,3,3,Slab,0.0,0.0,4,1,1.0,1472,2,4.0,5,4.0,Attchd,1959.0,1.0,484.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,295
2764,60,RL,,18275,1,0.0,IR1,HLS,IC2,Gtl,NAmes,Norm,1T,2Story,7,8,1962,1998,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,1438.0,3,1,2.0,2448,3,3.0,9,4.0,Attchd,1962.0,2.0,441.0,3.0,3,0.0,0.0,0,WD,Normal,,,4.0,622
2765,50,RL,60.0,12144,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1.5Fin,4,6,1950,1950,Gable,CompShg,BrkComm,Wd Sdng,None,0.0,3,3,CBlock,3.0,910.0,4,1,2.0,1521,3,4.0,6,0.0,Detchd,1950.0,1.0,597.0,2.0,3,0.0,0.0,0,WD,Normal,,,2.0,367
2766,90,RL,60.0,8544,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,2DT,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,Stone,None,0.0,3,3,Slab,0.0,0.0,2,0,1.0,1040,2,3.0,6,0.0,Detchd,1950.0,1.0,400.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,0
2767,90,RL,75.0,8512,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,2DT,1Story,5,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,1556.0,3,1,2.0,1556,4,3.0,8,0.0,NA,,0.0,0.0,0.0,3,0.0,0.0,0,WD,Normal,,,2.0,0
2768,20,RL,70.0,7000,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,4,1961,1961,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,1150.0,3,1,2.0,1150,3,3.0,6,0.0,Attchd,1961.0,2.0,288.0,3.0,3,0.0,0.0,0,WD,Normal,,,1.0,162
2769,20,RL,74.0,7400,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Artery,1T,1Story,7,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,1045.0,4,1,2.0,1045,3,3.0,6,0.0,Detchd,1962.0,1.0,528.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,0
2770,20,RL,70.0,7000,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Artery,1T,1Story,5,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,864.0,4,1,2.0,864,3,3.0,5,0.0,Attchd,1962.0,1.0,336.0,3.0,3,0.0,1.0,0,WD,Normal,,,2.0,0
2771,190,RL,70.0,7000,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Artery,2DT,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,1025.0,3,1,2.0,1025,3,3.0,6,0.0,NA,,0.0,0.0,0.0,3,0.0,0.0,0,WD,Normal,,,2.0,176
2772,70,RM,62.0,9856,1,1.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0.0,4,4,PConc,2.0,716.0,5,1,1.0,2014,5,3.0,8,0.0,Detchd,1900.0,1.0,624.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,239
2773,50,RM,60.0,9600,1,1.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1.5Fin,5,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,Stone,264.0,3,3,CBlock,3.0,1212.0,4,1,1.0,1668,3,3.0,6,0.0,Detchd,1948.0,1.0,240.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,140
2774,50,RM,60.0,5520,1,0.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1.5Fin,4,6,1920,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,1147.0,3,0,2.0,1657,4,2.0,9,3.0,Detchd,1920.0,1.0,162.0,2.0,1,0.0,0.0,0,WD,Normal,,,1.0,0
2775,50,RM,60.0,9600,1,1.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1.5Fin,6,8,1900,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,780.0,5,1,2.0,1416,3,4.0,7,0.0,Detchd,1956.0,1.0,400.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,24
2776,70,RM,58.0,6451,1,1.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,2Story,7,7,1900,1970,Gable,CompShg,AsbShng,Wd Sdng,None,0.0,3,3,Stone,3.0,712.0,4,1,2.0,1428,4,3.0,7,0.0,Detchd,1985.0,3.0,576.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,348
2777,70,RM,66.0,3960,1,1.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,2Story,7,8,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,502.0,3,0,2.0,1004,2,4.0,5,1.0,Detchd,1930.0,1.0,200.0,2.0,1,0.0,1.0,0,WD,Normal,,,1.0,348
2778,190,RM,56.0,7745,1,1.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,2DT,1.5Fin,4,6,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,3.0,938.0,4,0,2.0,1951,4,2.0,9,0.0,Detchd,1993.0,1.0,576.0,3.0,2,0.0,0.0,0,WD,Normal,,,2.0,34
2779,30,RM,56.0,7741,1,1.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1Story,6,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,1032.0,4,0,1.0,1032,2,3.0,5,0.0,Detchd,1995.0,1.0,280.0,3.0,3,0.0,1.0,0,COD,Abnorml,,,1.0,112
2780,30,RM,50.0,5633,1,2.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,Stucco,None,0.0,3,3,BrkTil,3.0,844.0,3,1,2.0,844,2,3.0,5,0.0,Detchd,1925.0,1.0,216.0,3.0,1,0.0,0.0,0,WD,Normal,,,1.0,254
2781,20,RM,60.0,7200,1,1.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1Story,4,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,576.0,5,1,2.0,864,2,3.0,5,0.0,Detchd,1952.0,2.0,528.0,3.0,3,0.0,0.0,0,COD,Normal,,,1.0,115
2782,70,RM,42.0,7614,1,1.0,Reg,Lvl,IC2,MS,OldTown,Norm,1T,2Story,3,5,1905,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,738.0,4,1,1.0,1376,2,3.0,7,0.0,Detchd,1930.0,1.0,216.0,3.0,1,0.0,0.0,0,WD,Normal,,,1.0,329
2783,190,RM,50.0,6000,1,0.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,2DT,1Story,5,7,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,960.0,3,1,1.0,960,3,3.0,5,0.0,Detchd,1976.0,1.0,576.0,3.0,3,0.0,0.0,0,WD,Normal,,,2.0,0
2784,50,RM,50.0,6000,1,0.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1.5Fin,5,7,1924,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,145.0,3,4,PConc,3.0,816.0,5,1,2.0,1566,5,4.0,7,0.0,Detchd,1976.0,1.0,450.0,3.0,3,0.0,1.0,0,WD,Normal,,,2.0,320
2785,30,RM,52.0,7830,1,0.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1Story,3,5,1921,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,2.0,492.0,3,1,2.0,492,1,3.0,3,0.0,Detchd,1921.0,1.0,200.0,2.0,1,0.0,0.0,0,WD,Normal,,,2.0,78
2786,50,RM,56.0,9576,1,0.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1.5Fin,6,7,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2.0,770.0,3,1,2.0,1182,3,3.0,5,0.0,Detchd,1945.0,1.0,378.0,2.0,3,0.0,1.0,0,WD,Normal,,,2.0,0
2787,30,RM,48.0,5747,1,0.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1Story,3,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,798.0,4,1,2.0,840,2,2.0,5,0.0,Detchd,1938.0,1.0,250.0,3.0,1,0.0,0.0,0,WD,Normal,,,1.0,112
2788,75,RM,70.0,6300,1,0.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,2.5Unf,7,6,1910,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,1226.0,5,1,2.0,2104,5,3.0,9,0.0,Detchd,1910.0,1.0,432.0,2.0,2,0.0,0.0,0,WD,Normal,,,2.0,429
2789,90,RM,33.0,5976,1,0.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,2DT,2Story,5,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,624.0,4,0,1.0,1248,2,3.0,8,0.0,NA,,0.0,0.0,0.0,1,0.0,0.0,0,WD,Normal,,,2.0,386
2790,20,RM,65.0,9750,1,1.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1Story,5,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,960.0,5,1,2.0,960,3,3.0,5,0.0,Detchd,2002.0,1.0,624.0,3.0,3,0.0,0.0,4500,WD,Normal,,,1.0,0
2791,50,C (all),63.0,4761,1,0.0,Reg,Lvl,IC2,Gtl,IDOTRR,Norm,1T,1.5Unf,3,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3.0,1020.0,2,0,1.0,1020,2,2.0,5,0.0,NA,,0.0,0.0,0.0,1,0.0,0.0,0,ConLD,Normal,,,1.0,105
2792,70,RL,69.0,11737,1,0.0,IR1,Bnk,IC2,Gtl,BrkSide,Norm,1T,2Story,6,7,1924,1996,Gambrel,CompShg,BrkComm,Stucco,None,0.0,3,3,BrkTil,3.0,848.0,3,0,2.0,1827,2,3.0,9,4.0,Detchd,1943.0,1.0,240.0,2.0,3,0.0,1.0,0,WD,Normal,,,1.0,105
